product_id,brand,name,Label,active_count_skin,skin,price,rank
27,ORIGINS,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,Moisturizer,3,Dry,34,4.4
28,CLINIQUE,Dramatically Different Moisturizing Lotion+,Moisturizer,3,Dry,28,3.9
34,IT COSMETICS,Your Skin But Better CC+ Cream Oil-Free Matte with SPF 40,Moisturizer,6,Dry,38,3.9
42,CLINIQUE,Dramatically Different Moisturizing Gel,Moisturizer,3,Dry,28,4.5
49,CAUDALIE,Beauty Elixir,Moisturizer,2,Dry,18,4.3
56,ORIGINS,GinZing™ Energy-Boosting Gel Moisturizer,Moisturizer,8,Dry,29,4.4
64,CAUDALIE,Vinosource Moisturizing Sorbet,Moisturizer,4,Dry,39,4.2
70,IT COSMETICS,Your Skin But Better™ CC+Illumination™ Cream with SPF 50+,Moisturizer,7,Dry,38,3.9
83,IT COSMETICS,Confidence in a Cream™ Transforming Moisturizing Super Cream,Moisturizer,8,Dry,48,4.3
87,IT COSMETICS,Secret Sauce Clinically Advanced Miraculous Anti-Aging Moisturizer,Moisturizer,6,Dry,68,3.8
92,CLINIQUE,Moisture Surge Intense Skin Fortifying Hydrator,Moisturizer,5,Dry,39,4.4
103,IT COSMETICS,Your Skin But Better™ CC+ Airbrush Perfecting Powder™ with SPF 50+,Moisturizer,5,Dry,35,3.6
105,CLINIQUE,Dramatically Different Hydrating Jelly,Moisturizer,3,Dry,28,4.0
110,ORIGINS,Original Skin™ Matte Moisturizer with Willowherb,Moisturizer,4,Dry,35,4.5
124,IT COSMETICS,Bye Bye Redness™ Neutralizing Correcting Cream,Moisturizer,6,Dry,32,4.2
132,MURAD,Hydro-Dynamic® Ultimate Moisture,Moisturizer,8,Dry,75,4.4
133,IT COSMETICS,Miracle Water 3-in-1 Micellar Cleanser,Moisturizer,7,Dry,38,4.5
137,MURAD,Retinol Youth Renewal Night Cream,Moisturizer,5,Dry,82,4.6
144,ORIGINS,A Perfect World™ SPF 40 Age-Defense Moisturizer with White Tea,Moisturizer,5,Dry,45,3.5
150,MURAD,Oil-Control Mattifier SPF 15 PA++,Moisturizer,3,Dry,40,4.2
155,ORIGINS,Dr. Andrew Weil For Origins™ Mega-Bright SPF 30 Skin Tone Correcting Oil-Free Moisturizer,Moisturizer,4,Dry,56,4.1
158,MURAD,Skin Perfecting Lotion - Blemish Prone/Oily Skin,Moisturizer,6,Dry,40,4.3
161,ORIGINS,Plantscription™ SPF 25 Power Anti-Aging Cream,Moisturizer,4,Dry,60,4.7
163,CLINIQUE,Acne Solutions BB Cream Broad Spectrum SPF 40,Moisturizer,3,Dry,39,4.1
165,CAUDALIE,Resveratrol Lift Night Infusion Cream,Moisturizer,6,Dry,76,4.1
167,MURAD,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,Moisturizer,3,Dry,63,4.0
168,CLINIQUE,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,Moisturizer,5,Dry,39,3.8
188,ORIGINS,GinZing™ SPF 40 Energy-Boosting Tinted Moisturizer,Moisturizer,4,Dry,39,4.0
189,CAUDALIE,Premier Cru Cream,Moisturizer,5,Dry,140,4.4
190,CAUDALIE,Resveratrol Lift Face Lifting Soft Cream,Moisturizer,4,Dry,76,3.9
194,CLINIQUE,Limited Edition Dramatically Different™ Moisturizing Gel,Moisturizer,3,Dry,39,5.0
205,CLINIQUE,Moisture Surge Hydrating Supercharged Concentrate,Moisturizer,5,Dry,39,4.0
219,MURAD,Anti-Aging Moisturizer SPF 30 PA+++,Moisturizer,4,Dry,48,4.3
220,CLINIQUE,Moisture Surge Overnight Mask,Moisturizer,6,Dry,35,4.5
225,CLINIQUE,Take The Day Off Cleansing Oil,Moisturizer,2,Dry,28,4.3
227,CAUDALIE,Vinosource Intense Moisture Rescue Cream,Moisturizer,6,Dry,39,4.2
232,CLINIQUE,Smart Night Custom-Repair Moisturizer - Very Dry to Dry,Moisturizer,3,Dry,58,4.7
233,MURAD,Nutrient-Charged Water Gel,Moisturizer,6,Dry,60,4.6
251,ORIGINS,Plantscription™ Youth-Renewing Power Night Cream,Moisturizer,4,Dry,60,4.4
267,CAUDALIE,Premier Cru Rich Cream,Moisturizer,7,Dry,140,4.5
270,CLINIQUE,Even Better Skin Tone Correcting Moisturizer Broad Spectrum SPF 20,Moisturizer,3,Dry,50,4.1
275,CLINIQUE,Superdefense SPF 20 Age Defense Moisturizer Very Dry to Dry Combination,Moisturizer,5,Dry,48,4.4
279,CLINIQUE,Limited Edition Dramatically Different Moisturizing Lotion+™,Moisturizer,3,Dry,39,0.0
284,CLINIQUE,Repairwear Laser Focus Night Line Smoothing Cream for Very Dry to Dry Combination Skin,Moisturizer,5,Dry,52,4.7
306,CLINIQUE,Take The Day Off Cleansing Balm,Cleanser,1,Dry,29,4.6
312,ORIGINS,Checks and Balances™ Frothy Face Wash,Cleanser,1,Dry,23,4.3
319,OLEHENRIKSEN,Balancing Force™ Oil Control Toner,Cleanser,2,Dry,26,4.4
327,OLEHENRIKSEN,The Clean Truth™ Foaming Cleanser,Cleanser,3,Dry,30,4.4
329,OLEHENRIKSEN,Transforming Walnut Scrub,Cleanser,3,Dry,28,4.7
331,KIEHL'S SINCE 1851,Calendula Deep Clean Foaming Face Wash,Cleanser,1,Dry,29,4.7
334,CLINIQUE,Liquid Facial Soap,Cleanser,3,Dry,18,4.4
341,KIEHL'S SINCE 1851,Ultra Facial Cleanser,Cleanser,4,Dry,20,4.6
342,CLINIQUE,Clarifying Lotion 2,Cleanser,2,Dry,16,4.4
343,KIEHL'S SINCE 1851,Ultra Facial Toner,Cleanser,5,Dry,16,4.5
363,CLINIQUE,Acne Solutions Cleansing Foam,Cleanser,2,Dry,21,4.2
368,MURAD,AHA/BHA Exfoliating Cleanser,Cleanser,2,Dry,39,4.6
373,CLINIQUE,Exfoliating Scrub,Cleanser,3,Dry,22,4.7
376,ORIGINS,GinZing™ Refreshing Scrub Cleanser,Cleanser,3,Dry,20,4.5
377,OLEHENRIKSEN,Pore-Balance™ Facial Sauna Scrub,Cleanser,3,Dry,28,4.6
384,MURAD,Time Release Acne Cleanser,Cleanser,3,Dry,38,4.4
387,CLINIQUE,Acne Solutions Clarifying Lotion,Cleanser,1,Dry,17,4.4
388,KIEHL'S SINCE 1851,Rare Earth Deep Pore Daily Cleanser,Cleanser,3,Dry,23,4.6
390,CLINIQUE,Clarifying Lotion 3,Cleanser,2,Dry,16,4.4
392,CLINIQUE,Rinse-Off Foaming Cleanser,Cleanser,2,Dry,21,4.6
395,KIEHL'S SINCE 1851,Midnight Recovery Botanical Cleansing Oil,Cleanser,1,Dry,32,4.4
396,KIEHL'S SINCE 1851,Epidermal Re-Texturizing Micro-Dermabrasion,Cleanser,2,Dry,41,5.0
400,OLEHENRIKSEN,Truth™ On the Glow Cleansing Cloths,Cleanser,4,Dry,15,4.2
410,MURAD,Essential-C Cleanser,Cleanser,3,Dry,39,4.5
411,OLEHENRIKSEN,Face the Truth™ Gel Cleanser,Cleanser,3,Dry,24,4.5
415,OLEHENRIKSEN,Find Your Balance™ Oil Control Cleanser,Cleanser,3,Dry,25,4.5
416,CLINIQUE,Pep-Start 2-in-1 Exfoliating Cleanser,Cleanser,2,Dry,19,4.5
449,ORIGINS,Zero Oil™ Deep Pore Cleanser,Cleanser,2,Dry,23,4.2
452,MURAD,Clarifying Toner,Cleanser,2,Dry,24,0.0
453,ORIGINS,A Perfect World™ Age-Defense Treatment Lotion with White Tea,Cleanser,3,Dry,25,4.5
458,ORIGINS,Zero Oil™ Pore Purifying Toner,Cleanser,2,Dry,23,4.3
466,ORIGINS,Plantscription™ Anti-Aging Cleanser,Cleanser,3,Dry,33,4.3
469,ORIGINS,United State™ Balancing Tonic,Cleanser,3,Dry,23,4.3
475,KIEHL'S SINCE 1851,Cucumber Herbal Alcohol-Free Toner,Cleanser,1,Dry,16,4.1
481,CLINIQUE,Blackhead Solutions 7 Day Deep Pore Cleanse & Scrub,Cleanser,2,Dry,24,4.2
486,MURAD,Essential-C Toner,Cleanser,1,Dry,30,4.4
488,MURAD,Renewing Cleansing Cream,Cleanser,6,Dry,39,4.5
494,OLEHENRIKSEN,Stay Balanced™ Oil Control Cleansing Cloths,Cleanser,4,Dry,8,4.5
503,MURAD,Hydrating Toner,Cleanser,2,Dry,30,4.4
505,CLINIQUE,Clarifying Lotion 1,Cleanser,2,Dry,16,4.5
512,ORIGINS,Mega-Mushroom Skin Relief Micellar Cleanser,Cleanser,2,Dry,33,4.6
515,OLEHENRIKSEN,Moment of Truth™ 2-in-1 Polishing Sugar Mask,Cleanser,3,Dry,42,4.5
520,MURAD,Pore Reform™ Skin Smoothing Polish,Cleanser,4,Dry,34,4.5
538,CLINIQUE,Fresh Pressed 7-day System with Pure Vitamin C,Cleanser,3,Dry,27,4.1
544,ORIGINS,Modern Friction™ Cleansing Oil with Radiance-Boosting White & Purple Rice,Cleanser,1,Dry,29,4.5
550,OLEHENRIKSEN,So Nurturing™ Cleansing Cloths,Cleanser,5,Dry,15,4.0
551,MURAD,Hydro-Dynamic® Quenching Essence,Cleanser,3,Dry,78,4.3
552,KIEHL'S SINCE 1851,Ultra Facial Oil-Free Cleanser,Cleanser,1,Dry,20,4.2
554,OLEHENRIKSEN,Wonderfeel™ Double Cleanser,Cleanser,3,Dry,32,4.4
555,KIEHL'S SINCE 1851,Cucumber Herbal Conditioning Cleanser,Cleanser,1,Dry,24,4.6
560,CLINIQUE,Clarifying Lotion 4,Cleanser,2,Dry,16,4.4
563,CLINIQUE,City Block Purifying Charcoal Clay Mask + Scrub,Cleanser,1,Dry,28,4.7
568,KIEHL'S SINCE 1851,Blue Herbal Acne Cleanser Treatment,Cleanser,1,Dry,22,3.5
571,KIEHL'S SINCE 1851,Herbal-Infused Micellar Cleansing Water,Cleanser,1,Dry,28,3.7
575,CLINIQUE,Facial Soap with Dish,Cleanser,1,Dry,15,4.4
584,DR. DENNIS GROSS SKINCARE,Alpha Beta® Extra Strength Daily Peel,Treatment,3,Dry,88,4.5
591,DR. DENNIS GROSS SKINCARE,Alpha Beta® Universal Daily Peel,Treatment,2,Dry,88,4.5
603,ALGENIST,GENIUS Liquid Collagen,Treatment,3,Dry,115,4.0
605,PETER THOMAS ROTH,Potent-C™ Power Serum,Treatment,5,Dry,95,4.3
607,DR. DENNIS GROSS SKINCARE,Ferulic Acid + Retinol Brightening Solution,Treatment,5,Dry,88,4.1
608,MURAD,Rapid Age Spot and Pigment Lightening Serum,Treatment,4,Dry,69,3.8
616,PETER THOMAS ROTH,Professional 3% Retinoid Plus,Treatment,4,Dry,82,4.6
620,PETER THOMAS ROTH,Max Complexion Correction Pads,Treatment,1,Dry,40,4.4
626,PETER THOMAS ROTH,Retinol Fusion PM,Treatment,2,Dry,65,4.4
628,PETER THOMAS ROTH,FIRMx™ Peeling Gel,Treatment,2,Dry,48,4.6
640,MURAD,Invisiblur™ Perfecting Shield Broad Spectrum SPF 30 PA+++,Treatment,1,Dry,65,3.9
645,MURAD,Retinol Youth Renewal Serum,Treatment,7,Dry,88,4.3
647,PETER THOMAS ROTH,Un-Wrinkle Peel Pads,Treatment,3,Dry,45,4.6
649,DR. DENNIS GROSS SKINCARE,Alpha Beta® Ultra Gentle Daily Peel for Sensitive Skin,Treatment,3,Dry,88,4.3
651,KATE SOMERVILLE,D-Scar™ Scar Diminishing Serum,Treatment,2,Dry,48,4.2
662,ALGENIST,ELEVATE Advanced Retinol Serum,Treatment,4,Dry,98,4.8
664,MURAD,Rapid Relief Acne Spot Treatment,Treatment,3,Dry,22,4.1
675,ALGENIST,POWER Advanced Wrinkle Fighter 360° Eye Serum,Treatment,2,Dry,70,4.1
677,MURAD,Active Retinol Renewal Kit,Treatment,7,Dry,68,5.0
678,KATE SOMERVILLE,Anti Bac Clearing Lotion,Treatment,2,Dry,42,4.4
681,PETER THOMAS ROTH,Water Drench Hyaluronic Cloud Serum,Treatment,3,Dry,65,4.2
683,MURAD,Revitalixir™ Recovery Serum,Treatment,5,Dry,89,4.5
689,DR. DENNIS GROSS SKINCARE,C+ Collagen Brighten & Firm Vitamin C Serum,Treatment,3,Dry,78,3.9
693,KATE SOMERVILLE,+Retinol Vita C Power Serum,Treatment,3,Dry,98,3.9
703,PETER THOMAS ROTH,Acne System,Treatment,1,Dry,35,4.3
710,ALGENIST,GENIUS Ultimate Anti-Aging Vitamin C+ Serum,Treatment,3,Dry,118,3.9
711,KATE SOMERVILLE,Quench Hydrating Face Serum,Treatment,2,Dry,75,4.2
714,MURAD,Eye Lift Firming Treatment,Treatment,2,Dry,68,4.0
716,PETER THOMAS ROTH,PROfessional Strength 40% Triple Acid Peel,Treatment,3,Dry,88,4.0
720,MURAD,Rapid Resurfacing Peel,Treatment,1,Dry,44,4.7
721,PETER THOMAS ROTH,Acne-Clear Invisible Dots,Treatment,1,Dry,30,3.6
728,MURAD,Outsmart Acne Clarifying Treatment,Treatment,4,Dry,44,4.3
730,PETER THOMAS ROTH,Therapeutic Sulfur Mask Acne Treatment Mask,Treatment,3,Dry,47,4.6
735,DR. DENNIS GROSS SKINCARE,Ferulic + Retinol Wrinkle Recovery Peel,Treatment,6,Dry,88,4.4
737,DR. DENNIS GROSS SKINCARE,Hyaluronic Marine Hydration Booster,Treatment,7,Dry,68,4.4
739,KATE SOMERVILLE,Breakout Fighters,Treatment,1,Dry,55,4.0
740,ALGENIST,Pore Corrector Anti-Aging Primer,Treatment,3,Dry,42,4.4
741,KATE SOMERVILLE,Age Arrest Anti-Wrinkle Cream,Treatment,5,Dry,90,4.1
742,PETER THOMAS ROTH,Un-Wrinkle® Turbo Face Serum,Treatment,4,Dry,150,3.7
743,PETER THOMAS ROTH,Potent-C™ Targeted Spot Brightener,Treatment,3,Dry,58,4.5
744,MURAD,Post-Acne Spot Lightening Gel,Treatment,3,Dry,65,3.7
751,MURAD,Advanced Acne & Wrinkle Reducer,Treatment,4,Dry,52,4.0
752,PETER THOMAS ROTH,AHA/BHA Acne Clearing Gel,Treatment,3,Dry,54,0.0
754,MURAD,Acne Body Wash,Treatment,2,Dry,40,4.1
759,MURAD,Pure Skin® Clarifying Dietary Supplement,Treatment,2,Dry,50,4.1
762,PETER THOMAS ROTH,20% Glycolic Solutions Jumbo Peel Swab,Treatment,2,Dry,48,4.3
764,MURAD,Acne Clearing Solution,Treatment,3,Dry,42,3.9
767,KATE SOMERVILLE,EradiKate® Salicylic Acid Acne Treatment,Treatment,3,Dry,58,4.6
769,KATE SOMERVILLE,RetAsphere™ Micro Peel,Treatment,4,Dry,90,4.7
773,MURAD,Rapid Collagen Infusion,Treatment,4,Dry,84,4.2
783,ALGENIST,Targeted Deep Wrinkle Minimizer,Treatment,3,Dry,45,3.6
786,KATE SOMERVILLE,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,Treatment,3,Dry,95,3.7
787,KATE SOMERVILLE,DermalQuench Liquid Lift™ + Retinol Advanced Resurfacing Treatment,Treatment,3,Dry,98,4.1
791,MURAD,Advanced Active Radiance® Serum,Treatment,5,Dry,90,4.2
792,ALGENIST,Advanced Anti-Aging Repairing Oil,Treatment,2,Dry,82,4.4
793,PETER THOMAS ROTH,Instant Firmx™,Treatment,4,Dry,48,3.7
801,MURAD,Complete Reform,Treatment,1,Dry,78,4.5
807,MURAD,Intensive-C® Radiance Peel,Treatment,4,Dry,55,4.5
808,ALGENIST,GENIUS Ultimate Anti-Aging Bi-Phase Peel,Treatment,3,Dry,85,4.6
810,ALGENIST,REVEAL Concentrated Color Correcting Drops,Treatment,1,Dry,38,3.8
812,KATE SOMERVILLE,EradiKate™ Mask Foam-Activated Acne Treatment,Treatment,1,Dry,54,4.2
814,ALGENIST,Concentrated Reconstructing Serum,Treatment,2,Dry,98,4.2
815,PETER THOMAS ROTH,FIRMx Growth Factor Extreme Neuropeptide Serum,Treatment,5,Dry,150,4.2
826,ALGENIST,ELEVATE Advanced Lift Contouring Cream,Treatment,6,Dry,96,4.3
830,SEPHORA COLLECTION,Face Mask Magic,Face Mask,3,Dry,25,5.0
834,FRESH,Rose Face Mask,Face Mask,3,Dry,62,4.2
836,FRESH,Black Tea Instant Perfecting Mask,Face Mask,3,Dry,92,4.3
838,SEPHORA COLLECTION,Face Mask,Face Mask,2,Dry,6,4.3
839,ORIGINS,Mini Mask Musts,Face Mask,7,Dry,28,4.1
842,DR. JART+,Sheet Masks,Face Mask,3,Dry,7,4.2
843,ORIGINS,Clear Improvement® Active Charcoal Mask to Clear Pores,Face Mask,1,Dry,28,4.3
844,ORIGINS,Drink Up™ Intensive Overnight Mask to Quench Skin's Thirst,Face Mask,6,Dry,28,4.6
847,BOSCIA,Luminizing Black Charcoal Mask,Face Mask,2,Dry,34,3.9
848,SEPHORA COLLECTION,Experiential Masks Set,Face Mask,8,Dry,18,5.0
854,DR. JART+,Lover Rubber Masks,Face Mask,3,Dry,12,4.1
855,FRESH,Lotus Youth Preserve Rescue Mask,Face Mask,3,Dry,62,4.5
856,FRESH,Black Tea Firming Overnight Mask Mini,Face Mask,5,Dry,35,4.0
857,ORIGINS,Original Skin™ Retexturizing Mask with Rose Clay,Face Mask,3,Dry,28,4.7
862,ORIGINS,Out of Trouble™ 10 Minute Mask to Rescue Problem Skin,Face Mask,1,Dry,28,4.4
866,SEPHORA COLLECTION,Hand Mask,Face Mask,6,Dry,5,4.1
867,FRESH,Vitamin C Glow Face Mask,Face Mask,3,Dry,62,3.9
869,SEPHORA COLLECTION,Hand Mask - Avocado,Face Mask,6,Dry,5,3.7
872,SEPHORA COLLECTION,Face Mask - Pearl - Brightening,Face Mask,1,Dry,6,4.4
874,FRESH,Black Tea Instant Perfecting Mask Mini,Face Mask,3,Dry,35,4.7
877,FRESH,Crème Ancienne® Ultimate Nourishing Honey Mask,Face Mask,4,Dry,150,4.2
878,DR. JART+,Water Replenishment Cotton Sheet Mask,Face Mask,3,Dry,7,4.6
881,DR. JART+,Dermask Water Jet Vital Hydra Solution™,Face Mask,3,Dry,6,4.6
882,SEPHORA COLLECTION,Face Mask - Avocado,Face Mask,3,Dry,6,4.6
887,SEPHORA COLLECTION,Clay Mask,Face Mask,3,Dry,8,4.3
889,SEPHORA COLLECTION,Face Mask - Green Tea - Mattifying,Face Mask,1,Dry,6,4.3
890,SEPHORA COLLECTION,Mud Mask Purifying & Mattifying,Face Mask,1,Dry,20,4.5
895,SEPHORA COLLECTION,Crazy for Clay!,Face Mask,3,Dry,18,4.0
898,DR. JART+,Shake & Shot™ Rubber Masks,Face Mask,3,Dry,12,4.1
899,SEPHORA COLLECTION,Face Mask - Rose - Moisturizing,Face Mask,2,Dry,6,4.5
901,SEPHORA COLLECTION,SUPERMASK - The Golden Mask,Face Mask,2,Dry,6,2.6
907,BOSCIA,Luminizing Pink Charcoal Mask,Face Mask,2,Dry,34,3.5
910,SEPHORA COLLECTION,Face Mask - Aloe Vera - Replenishing,Face Mask,2,Dry,6,4.7
912,DR. JART+,Hydration Lover Rubber Mask,Face Mask,3,Dry,12,4.0
913,DR. JART+,Bright Lover Rubber Mask,Face Mask,2,Dry,12,4.3
915,DR. JART+,Cicapair™ Tiger Grass Nightly Re.Pair Mask,Face Mask,2,Dry,48,4.3
917,SEPHORA COLLECTION,Face Mask - Pineapple - Pore Perfecting,Face Mask,2,Dry,6,4.7
919,SEPHORA COLLECTION,Face Mask - Coconut - Nourishing,Face Mask,2,Dry,6,3.5
921,BOSCIA,Charcoal Pore Pudding Intensive Wash-Off Treatment,Face Mask,3,Dry,38,4.4
922,FRESH,Peony Brightening Night Treatment Mask,Face Mask,3,Dry,82,4.0
923,SEPHORA COLLECTION,SUPERMASK - The Charcoal Mask,Face Mask,4,Dry,6,4.1
928,DR. JART+,Water Fuse Hydro Sleep Mask,Face Mask,4,Dry,48,4.4
931,SEPHORA COLLECTION,Sleeping Mask - Rose,Face Mask,2,Dry,4,4.3
934,SEPHORA COLLECTION,SUPERMASK - The Silver Mask,Face Mask,2,Dry,6,4.8
935,SEPHORA COLLECTION,Sleeping Mask - Pearl,Face Mask,2,Dry,4,4.0
937,DR. JART+,Clear Skin Lover Rubber Mask,Face Mask,2,Dry,12,4.2
939,DR. JART+,Dermask Water Jet Soothing Hydra Solution™,Face Mask,3,Dry,6,4.1
942,DR. JART+,Ceramidin™ Facial Mask,Face Mask,5,Dry,6,4.6
944,BOSCIA,MATCHA Magic Super-Antioxidant Mask,Face Mask,3,Dry,38,4.5
950,DR. JART+,Dermask Micro Jet Clearing Solution™,Face Mask,5,Dry,9,4.4
951,ORIGINS,Plantscription™ Powerful Lifting Overnight Mask,Face Mask,4,Dry,63,4.5
952,SEPHORA COLLECTION,Face Mask - Algae - Detoxifying,Face Mask,1,Dry,6,4.3
953,SEPHORA COLLECTION,Face Mask - Grape - Anti-pollution,Face Mask,2,Dry,6,5.0
959,ORIGINS,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Soothing Face Mask,Face Mask,5,Dry,40,4.5
961,SEPHORA COLLECTION,SUPERMASK - The Mud Mask,Face Mask,3,Dry,6,4.6
962,DR. JART+,Brightening Infusion Hydrogel Mask,Face Mask,2,Dry,7,3.8
964,ORIGINS,Dr. Andrew Weil For Origins™ Mega-Bright Dark Spot Correcting Night Mask,Face Mask,4,Dry,59,3.8
966,SEPHORA COLLECTION,Sleeping Mask - Coconut Water,Face Mask,2,Dry,4,5.0
967,SEPHORA COLLECTION,Face Mask - Algae,Face Mask,2,Dry,6,4.7
968,DR. JART+,Pore Minimalist Black Charcoal Sheet Mask,Face Mask,2,Dry,7,3.9
969,SEPHORA COLLECTION,Nose Strip,Face Mask,2,Dry,3,2.8
970,DR. JART+,Shake & Shot™ Rubber Hydro Mask,Face Mask,2,Dry,12,4.6
974,SEPHORA COLLECTION,Sleeping Mask - Aloe Vera,Face Mask,3,Dry,4,5.0
976,SEPHORA COLLECTION,Hydrating Lip Mask,Face Mask,5,Dry,3,3.0
979,DR. JART+,Shake & Shot™ Rubber Brightening Mask,Face Mask,3,Dry,12,4.3
980,SEPHORA COLLECTION,Face Mask - Lotus,Face Mask,2,Dry,6,4.2
981,DR. JART+,Firm Lover Rubber Mask,Face Mask,2,Dry,12,4.0
982,DR. JART+,Dermask Ultra Jet Porecting Solution Bubbling Charcoal Sheet Mask,Face Mask,1,Dry,9,3.9
987,SEPHORA COLLECTION,Lip Mask,Face Mask,4,Dry,3,3.2
989,SEPHORA COLLECTION,Polishing Mask,Face Mask,1,Dry,20,3.7
992,SEPHORA COLLECTION,Gel Mask Hydrating & Quenching,Face Mask,3,Dry,20,4.8
1000,DR. JART+,Shake & Shot™ Rubber Soothing Mask,Face Mask,2,Dry,12,4.3
1012,SEPHORA COLLECTION,Face Mask - Pomegranate,Face Mask,2,Dry,6,4.5
1018,BOSCIA,Charcoal Pore-Minimizing Bio-Cellulose Mask,Face Mask,3,Dry,8,4.2
1022,DR. JART+,All That Contours Hydrogel Expansion Stretch Mask,Face Mask,2,Dry,35,3.3
1025,DR. JART+,Dermask Micro Jet Brightening Solution™,Face Mask,4,Dry,9,4.0
1026,DR. JART+,Dermask Intra Jet Wrinkless Solution™,Face Mask,1,Dry,9,3.9
1030,DR. JART+,Shake & Shot™ Rubber Firming Mask,Face Mask,4,Dry,12,3.8
1032,DR. JART+,Dermask Intra Jet Firming Solution™,Face Mask,1,Dry,9,3.3
1033,BOSCIA,Tsubaki Oil Deep Hydrating Bio-Cellulose Mask,Face Mask,4,Dry,8,4.1
1034,BOSCIA,Multi-Masking™ Medley,Face Mask,4,Dry,18,4.1
1037,ORIGINS,RitualiTea™ Matcha Madness™ Revitalizing Powder Face Mask with Matcha & Green Tea,Face Mask,2,Dry,36,3.8
1038,DR. JART+,Pore Master Patch,Face Mask,4,Dry,7,3.4
1040,SEPHORA COLLECTION,After-Sun Mask - Watermelon,Face Mask,5,Dry,5,4.3
1044,BOSCIA,Sake Bright White Mask,Face Mask,3,Dry,38,3.4
1048,BOSCIA,Sake Brightening Bio-Cellulose Mask,Face Mask,4,Dry,8,4.3
1056,SEPHORA COLLECTION,Jelly Mask Moisturizing & Energizing,Face Mask,4,Dry,19,4.6
1057,ORIGINS,Dragon Fruit Brightening Superfruit Mask,Face Mask,3,Dry,27,3.8
1063,SEPHORA COLLECTION,Nose Mask - Pineapple,Face Mask,3,Dry,3,2.9
1064,SEPHORA COLLECTION,Peel-off Mask,Face Mask,2,Dry,20,3.6
1067,ORIGINS,Flower Fusion™ Lavender Soothing Sheet Mask,Face Mask,2,Dry,7,4.3
1071,ORIGINS,Flower Fusion™ Rose Hydrating Sheet Mask,Face Mask,2,Dry,7,3.8
1074,ORIGINS,Flower Fusion™ Raspberry Refreshing Sheet Mask,Face Mask,2,Dry,7,4.6
1079,SEPHORA COLLECTION,SUPERMASK - The Primer Mask,Face Mask,4,Dry,6,4.2
1081,ORIGINS,Flower Fusion™ Violet Nourishing Sheet Mask,Face Mask,2,Dry,7,3.6
1089,ORIGINS,By All Greens™ Foaming Deep Cleansing Mask,Face Mask,3,Dry,30,3.9
1090,ORIGINS,Flower Fusion™ Orange Radiance-Boosting Sheet Mask,Face Mask,2,Dry,7,3.8
1098,ESTÉE LAUDER,Advanced Night Repair Eye Supercharged Complex,Eye cream,5,Dry,62,4.4
1102,ORIGINS,GinZing™ Refreshing Eye Cream to Brighten and Depuff,Eye cream,5,Dry,32,4.0
1113,PETER THOMAS ROTH,Water Drench Hyaluronic Cloud Hydra-Gel Eye Patches,Eye cream,6,Dry,52,4.4
1124,ESTÉE LAUDER,Advanced Night Repair Eye Concentrate Matrix,Eye cream,4,Dry,69,3.2
1132,PETER THOMAS ROTH,Cucumber De-Tox™ Hydra-Gel Eye Patches,Eye cream,5,Dry,48,4.1
1134,PETER THOMAS ROTH,Mega Rich Intensive Anti-Aging Cellular Eye Creme,Eye cream,11,Dry,65,4.2
1136,PETER THOMAS ROTH,Potent-C™ Power Eye Cream,Eye cream,6,Dry,65,4.4
1140,ESTÉE LAUDER,Advanced Night Repair Eye Serum Synchronized Complex II,Eye cream,4,Dry,66,3.5
1148,ORIGINS,Eye Doctor™ Moisture Care For Skin Around Eyes,Eye cream,3,Dry,41,4.1
1179,PERRICONE MD,Essential Fx Acyl-Glutathione Eyelid Lift Serum,Eye cream,2,Dry,122,4.3
1183,ORIGINS,Plantscription™ Anti-Aging Power Eye Cream,Eye cream,4,Dry,49,3.8
1184,PERRICONE MD,Cold Plasma+ Eye,Eye cream,4,Dry,110,4.0
1192,PERRICONE MD,Essential Fx Acyl-Glutathione Smoothing & Brightening Under-Eye Cream,Eye cream,3,Dry,122,4.6
1193,ESTÉE LAUDER,Advanced Time Zone Age Reversing Line/Wrinkle Eye Creme,Eye cream,5,Dry,64,3.5
1202,PETER THOMAS ROTH,Instant FIRMx Eye™,Eye cream,3,Dry,38,3.6
1208,PETER THOMAS ROTH,Un-Wrinkle Eye,Eye cream,4,Dry,100,3.8
1211,PHILOSOPHY,Ultimate Miracle Worker Eye Cream,Eye cream,4,Dry,70,4.0
1212,PERRICONE MD,High Potency Classics: Firming Eye Lift,Eye cream,3,Dry,72,4.3
1219,PERRICONE MD,Neuropeptide Firming & Illuminating Under-Eye Cream,Eye cream,5,Dry,170,5.0
1220,PHILOSOPHY,Hope In A Tube Eye & Lip Cream,Eye cream,3,Dry,38,4.2
1224,PETER THOMAS ROTH,Power K Eye Rescue®,Eye cream,2,Dry,100,3.3
1235,ORIGINS,No Puffery™ Cooling Roll-On For Puffy Eyes,Eye cream,2,Dry,29,3.4
1237,PETER THOMAS ROTH,Retinol Fusion PM Eye Cream,Eye cream,8,Dry,55,3.7
